"Station","Date","Daily Rainfall (mm)"
"Kinneret Kvuza 09/1977-08/2023","23/01/2004","26.1"
"Kinneret Kvuza 09/1977-08/2023","24/01/2004","7.4"
"Kinneret Kvuza 09/1977-08/2023","25/01/2004","7.7"
"Kinneret Kvuza 09/1977-08/2023","26/01/2004","29.6"
"Kinneret Kvuza 09/1977-08/2023","27/01/2004","4.2"
"Kinneret Kvuza 09/1977-08/2023","31/01/2004","1.5"
"Kinneret Kvuza 09/1977-08/2023","01/02/2004","2.4"
"Kinneret Kvuza 09/1977-08/2023","02/02/2004","0.2"
"Kinneret Kvuza 09/1977-08/2023","03/02/2004","0.4"
"Kinneret Kvuza 09/1977-08/2023","04/02/2004","0.4"
"Kinneret Kvuza 09/1977-08/2023","05/02/2004","4.3"
"Kinneret Kvuza 09/1977-08/2023","10/02/2004","3.1"
"Kinneret Kvuza 09/1977-08/2023","11/02/2004","0.6"
"Kinneret Kvuza 09/1977-08/2023","13/02/2004","8.5"
"Kinneret Kvuza 09/1977-08/2023","14/02/2004","20.9"
"Kinneret Kvuza 09/1977-08/2023","15/02/2004","2.5"
"Kinneret Kvuza 09/1977-08/2023","16/02/2004","8"
"Kinneret Kvuza 09/1977-08/2023","18/02/2004","1.2"
"Kinneret Kvuza 09/1977-08/2023","19/02/2004","6.1"
"Kinneret Kvuza 09/1977-08/2023","21/02/2004","6.6"
"Kinneret Kvuza 09/1977-08/2023","23/02/2004","0"
"Kinneret Kvuza 09/1977-08/2023","24/02/2004","0"
"Kinneret Kvuza 09/1977-08/2023","05/03/2004","5"
"Kinneret Kvuza 09/1977-08/2023","06/03/2004","0.1"
"Kinneret Kvuza 09/1977-08/2023","13/03/2004","0"
"Kinneret Kvuza 09/1977-08/2023","03/04/2004","0.7"
"Kinneret Kvuza 09/1977-08/2023","15/04/2004","0"
"Kinneret Kvuza 09/1977-08/2023","16/04/2004","0"
"Kinneret Kvuza 09/1977-08/2023","18/04/2004","0"
"Kinneret Kvuza 09/1977-08/2023","19/04/2004","0"
"Kinneret Kvuza 09/1977-08/2023","21/04/2004","0"
"Kinneret Kvuza 09/1977-08/2023","24/04/2004","0"
"Kinneret Kvuza 09/1977-08/2023","25/04/2004","0"
"Kinneret Kvuza 09/1977-08/2023","01/05/2004","0"
"Kinneret Kvuza 09/1977-08/2023","19/05/2004","0"
"Kinneret Kvuza 09/1977-08/2023","11/10/2004","0"
"Kinneret Kvuza 09/1977-08/2023","12/10/2004","0"
"Kinneret Kvuza 09/1977-08/2023","26/10/2004","0"
"Kinneret Kvuza 09/1977-08/2023","28/10/2004","0.1"
"Kinneret Kvuza 09/1977-08/2023","29/10/2004","23"
"Kinneret Kvuza 09/1977-08/2023","09/11/2004","1.2"
"Kinneret Kvuza 09/1977-08/2023","16/11/2004","0.3"
"Kinneret Kvuza 09/1977-08/2023","17/11/2004","15.6"
"Kinneret Kvuza 09/1977-08/2023","21/11/2004","14.8"
"Kinneret Kvuza 09/1977-08/2023","22/11/2004","10.5"
"Kinneret Kvuza 09/1977-08/2023","25/11/2004","26.3"
"Kinneret Kvuza 09/1977-08/2023","26/11/2004","6"
"Kinneret Kvuza 09/1977-08/2023","27/11/2004","1"
"Kinneret Kvuza 09/1977-08/2023","07/12/2004","8"
"Kinneret Kvuza 09/1977-08/2023","08/12/2004","4.6"
"Kinneret Kvuza 09/1977-08/2023","14/12/2004","0"
"Kinneret Kvuza 09/1977-08/2023","20/12/2004","8.2"
"Kinneret Kvuza 09/1977-08/2023","21/12/2004","0.1"
"Kinneret Kvuza 09/1977-08/2023","24/12/2004","1.4"
"Kinneret Kvuza 09/1977-08/2023","25/12/2004","4.9"
"Kinneret Kvuza 09/1977-08/2023","02/01/2005","8.6"
"Kinneret Kvuza 09/1977-08/2023","03/01/2005","4.6"
"Kinneret Kvuza 09/1977-08/2023","04/01/2005","0.1"
"Kinneret Kvuza 09/1977-08/2023","05/01/2005","10.1"
"Kinneret Kvuza 09/1977-08/2023","15/01/2005","11.5"
"Kinneret Kvuza 09/1977-08/2023","16/01/2005","1.9"
"Kinneret Kvuza 09/1977-08/2023","17/01/2005","3.4"
"Kinneret Kvuza 09/1977-08/2023","18/01/2005","10"
"Kinneret Kvuza 09/1977-08/2023","19/01/2005","4.6"
"Kinneret Kvuza 09/1977-08/2023","22/01/2005","4.7"
"Kinneret Kvuza 09/1977-08/2023","23/01/2005","8"
"Kinneret Kvuza 09/1977-08/2023","31/01/2005","0.9"
"Kinneret Kvuza 09/1977-08/2023","01/02/2005","6.9"
"Kinneret Kvuza 09/1977-08/2023","02/02/2005","7.5"
"Kinneret Kvuza 09/1977-08/2023","03/02/2005","1.9"
"Kinneret Kvuza 09/1977-08/2023","04/02/2005","22.4"
"Kinneret Kvuza 09/1977-08/2023","05/02/2005","20.8"
"Kinneret Kvuza 09/1977-08/2023","06/02/2005","6.4"
"Kinneret Kvuza 09/1977-08/2023","07/02/2005","7.9"
"Kinneret Kvuza 09/1977-08/2023","08/02/2005","1"
"Kinneret Kvuza 09/1977-08/2023","11/02/2005","12.2"
"Kinneret Kvuza 09/1977-08/2023","12/02/2005","10.2"
"Kinneret Kvuza 09/1977-08/2023","19/02/2005","0"
"Kinneret Kvuza 09/1977-08/2023","03/03/2005","4.2"
"Kinneret Kvuza 09/1977-08/2023","07/03/2005","0"
"Kinneret Kvuza 09/1977-08/2023","08/03/2005","4.5"
"Kinneret Kvuza 09/1977-08/2023","09/03/2005","2"
"Kinneret Kvuza 09/1977-08/2023","10/03/2005","8"
"Kinneret Kvuza 09/1977-08/2023","11/03/2005","3.3"
"Kinneret Kvuza 09/1977-08/2023","12/03/2005","0.4"
"Kinneret Kvuza 09/1977-08/2023","22/03/2005","0"
"Kinneret Kvuza 09/1977-08/2023","01/04/2005","0.6"
"Kinneret Kvuza 09/1977-08/2023","02/04/2005","1.3"
"Kinneret Kvuza 09/1977-08/2023","03/04/2005","0.4"
"Kinneret Kvuza 09/1977-08/2023","21/04/2005","0"
"Kinneret Kvuza 09/1977-08/2023","22/04/2005","0"
"Kinneret Kvuza 09/1977-08/2023","23/04/2005","0"
"Kinneret Kvuza 09/1977-08/2023","04/05/2005","5.3"
"Kinneret Kvuza 09/1977-08/2023","30/05/2005","0"
"Kinneret Kvuza 09/1977-08/2023","13/06/2005","0"
"Kinneret Kvuza 09/1977-08/2023","04/07/2005","0"
"Kinneret Kvuza 09/1977-08/2023","05/07/2005","0"
"Kinneret Kvuza 09/1977-08/2023","07/08/2005","0"
"Kinneret Kvuza 09/1977-08/2023","17/09/2005","0"
"Kinneret Kvuza 09/1977-08/2023","18/09/2005","0"
"Kinneret Kvuza 09/1977-08/2023","16/10/2005","0"
"Kinneret Kvuza 09/1977-08/2023","18/10/2005","0.8"
"Kinneret Kvuza 09/1977-08/2023","19/10/2005","7.7"
"Kinneret Kvuza 09/1977-08/2023","30/10/2005","2.6"
"Kinneret Kvuza 09/1977-08/2023","31/10/2005","0.1"
"Kinneret Kvuza 09/1977-08/2023","04/11/2005","7.9"
"Kinneret Kvuza 09/1977-08/2023","05/11/2005","0"
"Kinneret Kvuza 09/1977-08/2023","06/11/2005","5.5"
"Kinneret Kvuza 09/1977-08/2023","07/11/2005","0.1"
"Kinneret Kvuza 09/1977-08/2023","15/11/2005","1.6"
"Kinneret Kvuza 09/1977-08/2023","19/11/2005","0.2"
"Kinneret Kvuza 09/1977-08/2023","20/11/2005","10.8"
"Kinneret Kvuza 09/1977-08/2023","21/11/2005","6.5"
"Kinneret Kvuza 09/1977-08/2023","16/12/2005","8.1"
"Kinneret Kvuza 09/1977-08/2023","17/12/2005","24.6"
"Kinneret Kvuza 09/1977-08/2023","20/12/2005","0"
"Kinneret Kvuza 09/1977-08/2023","22/12/2005","1.5"
"Kinneret Kvuza 09/1977-08/2023","23/12/2005","6.5"
"Kinneret Kvuza 09/1977-08/2023","24/12/2005","36.9"
"Kinneret Kvuza 09/1977-08/2023","25/12/2005","2.9"
"Kinneret Kvuza 09/1977-08/2023","04/01/2006","1.8"
"Kinneret Kvuza 09/1977-08/2023","07/01/2006","4.8"
"Kinneret Kvuza 09/1977-08/2023","08/01/2006","4"
"Kinneret Kvuza 09/1977-08/2023","09/01/2006","1.6"
"Kinneret Kvuza 09/1977-08/2023","10/01/2006","12.1"
"Kinneret Kvuza 09/1977-08/2023","11/01/2006","3.4"
"Kinneret Kvuza 09/1977-08/2023","12/01/2006","5"
"Kinneret Kvuza 09/1977-08/2023","14/01/2006","2.3"
"Kinneret Kvuza 09/1977-08/2023","15/01/2006","5.5"
"Kinneret Kvuza 09/1977-08/2023","16/01/2006","1.2"
"Kinneret Kvuza 09/1977-08/2023","17/01/2006","13.4"
"Kinneret Kvuza 09/1977-08/2023","18/01/2006","1.5"
"Kinneret Kvuza 09/1977-08/2023","20/01/2006","1.6"
"Kinneret Kvuza 09/1977-08/2023","22/01/2006","0"
"Kinneret Kvuza 09/1977-08/2023","23/01/2006","0"
"Kinneret Kvuza 09/1977-08/2023","25/01/2006","3.2"
"Kinneret Kvuza 09/1977-08/2023","26/01/2006","6.6"
"Kinneret Kvuza 09/1977-08/2023","27/01/2006","4.2"
"Kinneret Kvuza 09/1977-08/2023","28/01/2006","0.1"
"Kinneret Kvuza 09/1977-08/2023","01/02/2006","0"
"Kinneret Kvuza 09/1977-08/2023","02/02/2006","1.4"
"Kinneret Kvuza 09/1977-08/2023","03/02/2006","0"
"Kinneret Kvuza 09/1977-08/2023","07/02/2006","0"
"Kinneret Kvuza 09/1977-08/2023","08/02/2006","25"
"Kinneret Kvuza 09/1977-08/2023","09/02/2006","15.8"
"Kinneret Kvuza 09/1977-08/2023","13/02/2006","1.5"
"Kinneret Kvuza 09/1977-08/2023","14/02/2006","4.7"
"Kinneret Kvuza 09/1977-08/2023","15/02/2006","6.6"
"Kinneret Kvuza 09/1977-08/2023","16/02/2006","1.5"
"Kinneret Kvuza 09/1977-08/2023","09/03/2006","3.1"
"Kinneret Kvuza 09/1977-08/2023","10/03/2006","0.1"
"Kinneret Kvuza 09/1977-08/2023","25/03/2006","0.2"
"Kinneret Kvuza 09/1977-08/2023","01/04/2006","8.6"
"Kinneret Kvuza 09/1977-08/2023","02/04/2006","0.5"
"Kinneret Kvuza 09/1977-08/2023","03/04/2006","0"
"Kinneret Kvuza 09/1977-08/2023","04/04/2006","0.9"
"Kinneret Kvuza 09/1977-08/2023","05/04/2006","5.5"
"Kinneret Kvuza 09/1977-08/2023","06/04/2006","0.2"
"Kinneret Kvuza 09/1977-08/2023","15/04/2006","0"
"Kinneret Kvuza 09/1977-08/2023","23/04/2006","1.1"
"Kinneret Kvuza 09/1977-08/2023","24/04/2006","6.4"
"Kinneret Kvuza 09/1977-08/2023","25/04/2006","7"
"Kinneret Kvuza 09/1977-08/2023","28/04/2006","0"
"Kinneret Kvuza 09/1977-08/2023","11/10/2006","0"
"Kinneret Kvuza 09/1977-08/2023","12/10/2006","0"
"Kinneret Kvuza 09/1977-08/2023","14/10/2006","0"
"Kinneret Kvuza 09/1977-08/2023","15/10/2006","9.7"
"Kinneret Kvuza 09/1977-08/2023","16/10/2006","1.8"
"Kinneret Kvuza 09/1977-08/2023","18/10/2006","0"
"Kinneret Kvuza 09/1977-08/2023","24/10/2006","0.5"
"Kinneret Kvuza 09/1977-08/2023","27/10/2006","11.7"
"Kinneret Kvuza 09/1977-08/2023","28/10/2006","12.2"
"Kinneret Kvuza 09/1977-08/2023","29/10/2006","0.3"
"Kinneret Kvuza 09/1977-08/2023","04/11/2006","0.1"
"Kinneret Kvuza 09/1977-08/2023","14/11/2006","6.5"
"Kinneret Kvuza 09/1977-08/2023","15/11/2006","0.1"
"Kinneret Kvuza 09/1977-08/2023","12/12/2006","0.9"
"Kinneret Kvuza 09/1977-08/2023","21/12/2006","0"
"Kinneret Kvuza 09/1977-08/2023","22/12/2006","0.1"
"Kinneret Kvuza 09/1977-08/2023","26/12/2006","15.5"
"Kinneret Kvuza 09/1977-08/2023","27/12/2006","0.4"
"Kinneret Kvuza 09/1977-08/2023","30/12/2006","0"
"Kinneret Kvuza 09/1977-08/2023","31/12/2006","7.5"
"Kinneret Kvuza 09/1977-08/2023","04/01/2007","0.1"
"Kinneret Kvuza 09/1977-08/2023","05/01/2007","16.5"
"Kinneret Kvuza 09/1977-08/2023","06/01/2007","16.6"
"Kinneret Kvuza 09/1977-08/2023","07/01/2007","3.2"
"Kinneret Kvuza 09/1977-08/2023","20/01/2007","18.9"
"Kinneret Kvuza 09/1977-08/2023","21/01/2007","0.8"
"Kinneret Kvuza 09/1977-08/2023","28/01/2007","1.2"
"Kinneret Kvuza 09/1977-08/2023","29/01/2007","0.1"
"Kinneret Kvuza 09/1977-08/2023","30/01/2007","2.8"
"Kinneret Kvuza 09/1977-08/2023","31/01/2007","0.1"
"Kinneret Kvuza 09/1977-08/2023","02/02/2007","1.6"
"Kinneret Kvuza 09/1977-08/2023","03/02/2007","15"
"Kinneret Kvuza 09/1977-08/2023","04/02/2007","3.6"
"Kinneret Kvuza 09/1977-08/2023","05/02/2007","16.6"
"Kinneret Kvuza 09/1977-08/2023","06/02/2007","10"
"Kinneret Kvuza 09/1977-08/2023","09/02/2007","8"
"Kinneret Kvuza 09/1977-08/2023","10/02/2007","0.3"
"Kinneret Kvuza 09/1977-08/2023","13/02/2007","3.2"
"Kinneret Kvuza 09/1977-08/2023","14/02/2007","3.6"
"Kinneret Kvuza 09/1977-08/2023","15/02/2007","22"
"Kinneret Kvuza 09/1977-08/2023","16/02/2007","0.2"
"Kinneret Kvuza 09/1977-08/2023","17/02/2007","1.5"
"Kinneret Kvuza 09/1977-08/2023","18/02/2007","5.7"
"Kinneret Kvuza 09/1977-08/2023","25/02/2007","8.6"
"Kinneret Kvuza 09/1977-08/2023","26/02/2007","0.3"
"Kinneret Kvuza 09/1977-08/2023","27/02/2007","0.2"
"Kinneret Kvuza 09/1977-08/2023","13/03/2007","10"
"Kinneret Kvuza 09/1977-08/2023","14/03/2007","10.3"
"Kinneret Kvuza 09/1977-08/2023","15/03/2007","11.5"
"Kinneret Kvuza 09/1977-08/2023","16/03/2007","6.9"
"Kinneret Kvuza 09/1977-08/2023","17/03/2007","2.1"
"Kinneret Kvuza 09/1977-08/2023","20/03/2007","0"
"Kinneret Kvuza 09/1977-08/2023","31/03/2007","1.3"
"Kinneret Kvuza 09/1977-08/2023","01/04/2007","2.2"
"Kinneret Kvuza 09/1977-08/2023","02/04/2007","2.1"
"Kinneret Kvuza 09/1977-08/2023","03/04/2007","0"
"Kinneret Kvuza 09/1977-08/2023","07/04/2007","0"
"Kinneret Kvuza 09/1977-08/2023","10/04/2007","2"
"Kinneret Kvuza 09/1977-08/2023","11/04/2007","2.7"
"Kinneret Kvuza 09/1977-08/2023","12/04/2007","1"
"Kinneret Kvuza 09/1977-08/2023","13/04/2007","0.8"
"Kinneret Kvuza 09/1977-08/2023","18/04/2007","0.2"
"Kinneret Kvuza 09/1977-08/2023","23/04/2007","0"
"Kinneret Kvuza 09/1977-08/2023","28/04/2007","0"
"Kinneret Kvuza 09/1977-08/2023","03/05/2007","0.3"
"Kinneret Kvuza 09/1977-08/2023","09/05/2007","0.1"
"Kinneret Kvuza 09/1977-08/2023","10/05/2007","1.7"
"Kinneret Kvuza 09/1977-08/2023","12/05/2007","0.5"
"Kinneret Kvuza 09/1977-08/2023","13/05/2007","2.2"
"Kinneret Kvuza 09/1977-08/2023","17/05/2007","1.4"
"Kinneret Kvuza 09/1977-08/2023","29/05/2007","0.3"
"Kinneret Kvuza 09/1977-08/2023","17/10/2007","0"
"Kinneret Kvuza 09/1977-08/2023","09/11/2007","1.1"
"Kinneret Kvuza 09/1977-08/2023","11/11/2007","0"
"Kinneret Kvuza 09/1977-08/2023","19/11/2007","16.6"
"Kinneret Kvuza 09/1977-08/2023","20/11/2007","17.1"
"Kinneret Kvuza 09/1977-08/2023","21/11/2007","12.4"
"Kinneret Kvuza 09/1977-08/2023","22/11/2007","0.1"
"Kinneret Kvuza 09/1977-08/2023","01/12/2007","5.7"
"Kinneret Kvuza 09/1977-08/2023","02/12/2007","0.1"
"Kinneret Kvuza 09/1977-08/2023","04/12/2007","0"
"Kinneret Kvuza 09/1977-08/2023","06/12/2007","8.6"
"Kinneret Kvuza 09/1977-08/2023","07/12/2007","19.2"
"Kinneret Kvuza 09/1977-08/2023","08/12/2007","0.1"
"Kinneret Kvuza 09/1977-08/2023","13/12/2007","1"
"Kinneret Kvuza 09/1977-08/2023","14/12/2007","16.7"
"Kinneret Kvuza 09/1977-08/2023","15/12/2007","0.1"
"Kinneret Kvuza 09/1977-08/2023","16/12/2007","3.5"
"Kinneret Kvuza 09/1977-08/2023","20/12/2007","0.3"
"Kinneret Kvuza 09/1977-08/2023","02/01/2008","9"
"Kinneret Kvuza 09/1977-08/2023","03/01/2008","1.1"
"Kinneret Kvuza 09/1977-08/2023","04/01/2008","7.2"
"Kinneret Kvuza 09/1977-08/2023","05/01/2008","0.1"
"Kinneret Kvuza 09/1977-08/2023","07/01/2008","4.6"
"Kinneret Kvuza 09/1977-08/2023","08/01/2008","0.2"
"Kinneret Kvuza 09/1977-08/2023","21/01/2008","0.5"
"Kinneret Kvuza 09/1977-08/2023","22/01/2008","11.7"
"Kinneret Kvuza 09/1977-08/2023","23/01/2008","0.1"
"Kinneret Kvuza 09/1977-08/2023","26/01/2008","0"
"Kinneret Kvuza 09/1977-08/2023","27/01/2008","2"
"Kinneret Kvuza 09/1977-08/2023","28/01/2008","4.6"
"Kinneret Kvuza 09/1977-08/2023","29/01/2008","26.3"
"Kinneret Kvuza 09/1977-08/2023","30/01/2008","11"
"Kinneret Kvuza 09/1977-08/2023","31/01/2008","0"
"Kinneret Kvuza 09/1977-08/2023","01/02/2008","0"
"Kinneret Kvuza 09/1977-08/2023","07/02/2008","0.1"
"Kinneret Kvuza 09/1977-08/2023","11/02/2008","4.6"
"Kinneret Kvuza 09/1977-08/2023","12/02/2008","39.2"
"Kinneret Kvuza 09/1977-08/2023","13/02/2008","5.9"
"Kinneret Kvuza 09/1977-08/2023","14/02/2008","13.9"
"Kinneret Kvuza 09/1977-08/2023","15/02/2008","0.2"
"Kinneret Kvuza 09/1977-08/2023","18/02/2008","5.6"
"Kinneret Kvuza 09/1977-08/2023","19/02/2008","1"
"Kinneret Kvuza 09/1977-08/2023","25/02/2008","0"
"Kinneret Kvuza 09/1977-08/2023","02/03/2008","1.7"
"Kinneret Kvuza 09/1977-08/2023","03/03/2008","0"
"Kinneret Kvuza 09/1977-08/2023","10/03/2008","0"
"Kinneret Kvuza 09/1977-08/2023","13/03/2008","0.4"
"Kinneret Kvuza 09/1977-08/2023","29/03/2008","0"
"Kinneret Kvuza 09/1977-08/2023","30/03/2008","0"
"Kinneret Kvuza 09/1977-08/2023","31/03/2008","0"
"Kinneret Kvuza 09/1977-08/2023","06/04/2008","0"
"Kinneret Kvuza 09/1977-08/2023","26/04/2008","0"
"Kinneret Kvuza 09/1977-08/2023","08/05/2008","6.5"
"Kinneret Kvuza 09/1977-08/2023","14/05/2008","2"
"Kinneret Kvuza 09/1977-08/2023","26/09/2008","0.8"
"Kinneret Kvuza 09/1977-08/2023","27/09/2008","0"
"Kinneret Kvuza 09/1977-08/2023","29/09/2008","0"
"Kinneret Kvuza 09/1977-08/2023","14/10/2008","0"
"Kinneret Kvuza 09/1977-08/2023","15/10/2008","0"
"Kinneret Kvuza 09/1977-08/2023","22/10/2008","0"
"Kinneret Kvuza 09/1977-08/2023","23/10/2008","3.1"
"Kinneret Kvuza 09/1977-08/2023","26/10/2008","18.5"
"Kinneret Kvuza 09/1977-08/2023","27/10/2008","7.6"
"Kinneret Kvuza 09/1977-08/2023","28/10/2008","2.4"
"Kinneret Kvuza 09/1977-08/2023","29/10/2008","2.7"
"Kinneret Kvuza 09/1977-08/2023","12/11/2008","0.9"
"Kinneret Kvuza 09/1977-08/2023","13/11/2008","9.6"
"Kinneret Kvuza 09/1977-08/2023","14/11/2008","0.2"
"Kinneret Kvuza 09/1977-08/2023","20/11/2008","1.7"
"Kinneret Kvuza 09/1977-08/2023","21/11/2008","0"
"Kinneret Kvuza 09/1977-08/2023","22/11/2008","9.2"
"Kinneret Kvuza 09/1977-08/2023","27/11/2008","0.9"
"Kinneret Kvuza 09/1977-08/2023","28/11/2008","3.3"
"Kinneret Kvuza 09/1977-08/2023","08/12/2008","0.9"
"Kinneret Kvuza 09/1977-08/2023","09/12/2008","6.4"
"Kinneret Kvuza 09/1977-08/2023","20/12/2008","0"
"Kinneret Kvuza 09/1977-08/2023","21/12/2008","0"
"Kinneret Kvuza 09/1977-08/2023","22/12/2008","1.1"
"Kinneret Kvuza 09/1977-08/2023","23/12/2008","19"
"Kinneret Kvuza 09/1977-08/2023","24/12/2008","21.2"
"Kinneret Kvuza 09/1977-08/2023","25/12/2008","2"
"Kinneret Kvuza 09/1977-08/2023","29/12/2008","6.1"
"Kinneret Kvuza 09/1977-08/2023","30/12/2008","5.4"
"Kinneret Kvuza 09/1977-08/2023","31/12/2008","2.3"
"Kinneret Kvuza 09/1977-08/2023","08/01/2009","0"
"Kinneret Kvuza 09/1977-08/2023","10/01/2009","1.5"
"Kinneret Kvuza 09/1977-08/2023","11/01/2009","1.5"
"Kinneret Kvuza 09/1977-08/2023","17/01/2009","0.6"
"Kinneret Kvuza 09/1977-08/2023","24/01/2009","6.5"
"Kinneret Kvuza 09/1977-08/2023","30/01/2009","0.1"
"Kinneret Kvuza 09/1977-08/2023","31/01/2009","5"
"Kinneret Kvuza 09/1977-08/2023","01/02/2009","15.5"
"Kinneret Kvuza 09/1977-08/2023","02/02/2009","1"
"Kinneret Kvuza 09/1977-08/2023","09/02/2009","0"
"Kinneret Kvuza 09/1977-08/2023","10/02/2009","12.8"
"Kinneret Kvuza 09/1977-08/2023","11/02/2009","0.1"
"Kinneret Kvuza 09/1977-08/2023","16/02/2009","2.6"
"Kinneret Kvuza 09/1977-08/2023","17/02/2009","0"
"Kinneret Kvuza 09/1977-08/2023","18/02/2009","0"
"Kinneret Kvuza 09/1977-08/2023","20/02/2009","21.7"
"Kinneret Kvuza 09/1977-08/2023","21/02/2009","5.5"
"Kinneret Kvuza 09/1977-08/2023","22/02/2009","6.8"
"Kinneret Kvuza 09/1977-08/2023","23/02/2009","1.3"
"Kinneret Kvuza 09/1977-08/2023","24/02/2009","1.2"
"Kinneret Kvuza 09/1977-08/2023","26/02/2009","0"
"Kinneret Kvuza 09/1977-08/2023","27/02/2009","47.8"
"Kinneret Kvuza 09/1977-08/2023","28/02/2009","60.8"
"Kinneret Kvuza 09/1977-08/2023","01/03/2009","3.2"
"Kinneret Kvuza 09/1977-08/2023","02/03/2009","9.2"
"Kinneret Kvuza 09/1977-08/2023","03/03/2009","7.1"
"Kinneret Kvuza 09/1977-08/2023","08/03/2009","0"
"Kinneret Kvuza 09/1977-08/2023","13/03/2009","1.8"
"Kinneret Kvuza 09/1977-08/2023","14/03/2009","0.5"
"Kinneret Kvuza 09/1977-08/2023","19/03/2009","0"
"Kinneret Kvuza 09/1977-08/2023","23/03/2009","8.7"
"Kinneret Kvuza 09/1977-08/2023","24/03/2009","2.6"
"Kinneret Kvuza 09/1977-08/2023","25/03/2009","0"
"Kinneret Kvuza 09/1977-08/2023","27/03/2009","2.6"
"Kinneret Kvuza 09/1977-08/2023","28/03/2009","0"
"Kinneret Kvuza 09/1977-08/2023","08/04/2009","0.8"
"Kinneret Kvuza 09/1977-08/2023","15/04/2009","2.1"
"Kinneret Kvuza 09/1977-08/2023","16/04/2009","0.3"
"Kinneret Kvuza 09/1977-08/2023","04/05/2009","0"
"Kinneret Kvuza 09/1977-08/2023","12/09/2009","1.4"
"Kinneret Kvuza 09/1977-08/2023","19/09/2009","2.1"
"Kinneret Kvuza 09/1977-08/2023","20/09/2009","3"
"Kinneret Kvuza 09/1977-08/2023","06/10/2009","0"
"Kinneret Kvuza 09/1977-08/2023","29/10/2009","20.7"
"Kinneret Kvuza 09/1977-08/2023","30/10/2009","21.6"
"Kinneret Kvuza 09/1977-08/2023","31/10/2009","1.8"
"Kinneret Kvuza 09/1977-08/2023","01/11/2009","1"
"Kinneret Kvuza 09/1977-08/2023","02/11/2009","49.5"
"Kinneret Kvuza 09/1977-08/2023","03/11/2009","5.2"
"Kinneret Kvuza 09/1977-08/2023","13/11/2009","3.1"
"Kinneret Kvuza 09/1977-08/2023","14/11/2009","0"
"Kinneret Kvuza 09/1977-08/2023","16/11/2009","0.8"
"Kinneret Kvuza 09/1977-08/2023","17/11/2009","0"
"Kinneret Kvuza 09/1977-08/2023","24/11/2009","6.2"
"Kinneret Kvuza 09/1977-08/2023","03/12/2009","0.5"
"Kinneret Kvuza 09/1977-08/2023","05/12/2009","2.3"
"Kinneret Kvuza 09/1977-08/2023","06/12/2009","4.7"
"Kinneret Kvuza 09/1977-08/2023","07/12/2009","5.2"
"Kinneret Kvuza 09/1977-08/2023","08/12/2009","2.2"
"Kinneret Kvuza 09/1977-08/2023","11/12/2009","0.6"
"Kinneret Kvuza 09/1977-08/2023","12/12/2009","26.8"
"Kinneret Kvuza 09/1977-08/2023","13/12/2009","0.4"
"Kinneret Kvuza 09/1977-08/2023","14/12/2009","0.2"
"Kinneret Kvuza 09/1977-08/2023","17/12/2009","63.9"
"Kinneret Kvuza 09/1977-08/2023","18/12/2009","2.5"
"Kinneret Kvuza 09/1977-08/2023","21/12/2009","2.8"
"Kinneret Kvuza 09/1977-08/2023","29/12/2009","0.8"
"Kinneret Kvuza 09/1977-08/2023","30/12/2009","1.8"
"Kinneret Kvuza 09/1977-08/2023","03/01/2010","0"
"Kinneret Kvuza 09/1977-08/2023","13/01/2010","7"
"Kinneret Kvuza 09/1977-08/2023","17/01/2010","11.9"
"Kinneret Kvuza 09/1977-08/2023","18/01/2010","19.9"
"Kinneret Kvuza 09/1977-08/2023","19/01/2010","7.3"
"Kinneret Kvuza 09/1977-08/2023","20/01/2010","33.3"
"Kinneret Kvuza 09/1977-08/2023","21/01/2010","1.1"
"Kinneret Kvuza 09/1977-08/2023","24/01/2010","9.9"
"Kinneret Kvuza 09/1977-08/2023","25/01/2010","1.4"
"Kinneret Kvuza 09/1977-08/2023","30/01/2010","0.2"
"Kinneret Kvuza 09/1977-08/2023","03/02/2010","0.6"
"Kinneret Kvuza 09/1977-08/2023","04/02/2010","1.4"
"Kinneret Kvuza 09/1977-08/2023","09/02/2010","0"
"Kinneret Kvuza 09/1977-08/2023","21/02/2010","0"
"Kinneret Kvuza 09/1977-08/2023","25/02/2010","9.5"
"Kinneret Kvuza 09/1977-08/2023","26/02/2010","25.7"
"Kinneret Kvuza 09/1977-08/2023","27/02/2010","7.5"
"Kinneret Kvuza 09/1977-08/2023","28/02/2010","6"
"Kinneret Kvuza 09/1977-08/2023","26/03/2010","0.2"
"Kinneret Kvuza 09/1977-08/2023","07/04/2010","0"
"Kinneret Kvuza 09/1977-08/2023","21/04/2010","0"
"Kinneret Kvuza 09/1977-08/2023","22/04/2010","2.4"
"Kinneret Kvuza 09/1977-08/2023","29/04/2010","0"
"Kinneret Kvuza 09/1977-08/2023","30/04/2010","0"
"Kinneret Kvuza 09/1977-08/2023","01/05/2010","0"
"Kinneret Kvuza 09/1977-08/2023","02/05/2010","0.6"
"Kinneret Kvuza 09/1977-08/2023","17/05/2010","0"
"Kinneret Kvuza 09/1977-08/2023","18/05/2010","0"
"Kinneret Kvuza 09/1977-08/2023","24/06/2010","0"
"Kinneret Kvuza 09/1977-08/2023","25/06/2010","0"
"Kinneret Kvuza 09/1977-08/2023","01/09/2010","0"
"Kinneret Kvuza 09/1977-08/2023","24/09/2010","0"
"Kinneret Kvuza 09/1977-08/2023","26/09/2010","0"
